id,label
2000413,0
2000414,0
2000415,0
2000416,0
2000417,0
2000418,0
2000419,0
2000420,0
2000421,0
2000422,0
2000423,0
2000424,0
2000425,0
2000426,0
2000427,0
2000428,0
2000429,0
2000430,0
2000431,0
2000432,0
2000433,0
2000434,0
2000435,0
2000436,0
2000437,0
2000438,0
2000439,0
2000440,0
2000441,0
2000442,0
2000443,0
2000444,0
2000445,0
2000446,0
2000447,0
2000448,0
2000449,0
2000450,0
2000451,0
2000452,0
2000453,0
2000454,0
2000455,0
2000456,0
2000457,0
2000458,0
2000459,0
2000460,0
2000461,0
2000462,0
2000463,0
2000464,0
2000465,0
2000466,0
2000467,0
2000468,0
2000469,0
2000470,0
2000471,0
2000472,0
2000473,0
2000474,0
2000475,0
2000476,0
2000477,0
2000478,0
2000479,0
2000480,0
2000481,0
2000482,0
2000483,0
2000484,0
2000485,0
2000486,0
2000487,0
2000488,0
2000489,0
2000490,0
2000491,0
2000492,0
2000493,0
2000494,0
2000495,0
2000496,0
2000497,0
2000498,0
2000499,0
2000500,0
2000501,0
2000502,0
2000503,0
2000504,0
2000505,0
2000506,0
2000507,0
2000508,0
2000509,0
2000510,0
2000511,0
2000512,0
2000513,0
2000514,0
2000515,0
2000516,0
2000517,0
2000518,0
2000519,0
2000520,0
2000521,0
2000522,0
2000523,0
2000524,0
2000525,0
2000526,0
2000527,0
2000528,0
2000529,0
2000530,0
2000531,0
2000532,0
2000533,0
2000534,0
2000535,0
2000536,0
2000537,0
2000538,0
2000539,0
2000540,0
2000541,0
2000542,0
2000543,0
2000544,0
2000545,0
2000546,0
2000547,0
2000548,0
2000549,0
2000550,0
2000551,0
2000552,0
2000553,0
2000554,0
2000555,0
2000556,0
2000557,0
2000558,0
2000559,0
2000560,0
2000561,0
2000562,0
2000563,0
2000564,0
2000565,0
2000566,0
2000567,0
2000568,0
2000569,0
2000570,0
2000571,0
2000572,0
2000573,0
2000574,0
2000575,0
2000576,0
2000577,0
2000578,0
2000579,0
2000580,0
2000581,0
2000582,0
2000583,0
2000584,0
2000585,0
2000586,0
2000587,0
2000588,0
2000589,0
2000590,0
2000591,0
2000592,0
2000593,0
2000594,0
2000595,0
2000596,0
2000597,0
2000598,0
2000599,0
2000600,0
2000601,0
2000602,0
2000603,0
2000604,0
2000605,0
2000606,0
2000607,0
2000608,0
2000609,0
2000610,0
2000611,0
2000612,0
2000613,0
2000614,0
2000615,0
2000616,0
2000617,0
2000618,0
2000619,0
2000620,0
2000621,0
2000622,0
2000623,0
2000624,0
2000625,0
2000626,0
2000627,0
2000628,0
2000629,0
2000630,0
2000631,0
2000632,0
2000633,0
2000634,0
2000635,0
2000636,0
2000637,0
2000638,0
2000639,0
2000640,0
2000641,0
2000642,0
2000643,0
2000644,0
2000645,0
2000646,0
2000647,0
2000648,0
2000649,0
2000650,0
2000651,0
2000652,0
2000653,0
2000654,0
2000655,0
2000656,0
2000657,0
2000658,0
2000659,0
2000660,0
2000661,0
2000662,0
2000663,0
2000664,0
2000665,0
2000666,0
2000667,0
2000668,0
2000669,0
2000670,0
2000671,0
2000672,0
2000673,0
2000674,0
2000675,0
2000676,0
2000677,0
2000678,0
2000679,0
2000680,0
2000681,0
2000682,0
2000683,0
2000684,0
2000685,0
2000686,0
2000687,0
2000688,0
2000689,0
2000690,0
2000691,0
2000692,0
2000693,0
2000694,0
2000695,0
2000696,0
2000697,0
2000698,0
2000699,0
2000700,0
2000701,0
2000702,0
2000703,0
2000704,0
2000705,0
2000706,0
2000707,0
2000708,0
2000709,0
2000710,0
2000711,0
2000712,0
2000713,0
2000714,0
2000715,0
2000716,0
2000717,0
2000718,0
2000719,0
2000720,0
2000721,0
2000722,0
2000723,0
2000724,0
2000725,0
2000726,0
2000727,0
2000728,0
2000729,0
2000730,0
2000731,0
2000732,0
2000733,0
2000734,0
2000735,0
2000736,0
2000737,0
2000738,0
2000739,0
2000740,0
2000741,0
2000742,0
2000743,0
2000744,0
2000745,0
2000746,0
2000747,0
2000748,0
2000749,0
2000750,0
2000751,0
2000752,0
2000753,0
2000754,0
2000755,0
2000756,0
2000757,0
2000758,0
2000759,0
2000760,0
2000761,0
2000762,0
2000763,0
2000764,0
2000765,0
2000766,0
2000767,0
2000768,0
2000769,0
2000770,0
2000771,0
2000772,0
2000773,0
2000774,0
2000775,0
2000776,0
2000777,0
2000778,0
2000779,0
2000780,0
2000781,0
2000782,0
2000783,0
2000784,0
2000785,0
2000786,0
2000787,0
2000788,0
2000789,0
2000790,0
2000791,0
2000792,0
2000793,0
2000794,0
2000795,0
2000796,0
2000797,0
2000798,0
2000799,0
2000800,0
2000801,0
2000802,0
2000803,0
2000804,0
2000805,0
2000806,0
2000807,0
2000808,0
2000809,0
2000810,0
2000811,0
2000812,0
2000813,0
2000814,0
2000815,0
2000816,0
2000817,0
2000818,0
2000819,0
2000820,0
2000821,0
2000822,0
2000823,0
2000824,0
2000825,0
2000826,0
2000827,0
2000828,0
2000829,0
2000830,0
2000831,0
2000832,0
2000833,0
2000834,0
2000835,0
2000836,0
2000837,0
2000838,0
2000839,0
2000840,0
2000841,0
2000842,0
2000843,0
2000844,0
2000845,0
2000846,0
2000847,0
2000848,0
2000849,0
2000850,0
2000851,0
2000852,0
2000853,0
2000854,0
2000855,0
2000856,0
2000857,0
2000858,0
2000859,0
2000860,0
2000861,0
2000862,0
2000863,0
2000864,0
2000865,0
2000866,0
2000867,0
2000868,0
2000869,0
2000870,0
2000871,0
2000872,0
2000873,0
2000874,0
2000875,0
2000876,0
2000877,0
2000878,0
2000879,0
2000880,0
2000881,0
2000882,0
2000883,0
2000884,0
2000885,0
2000886,0
2000887,0
2000888,0
2000889,0
2000890,0
2000891,0
2000892,0
2000893,0
2000894,0
2000895,0
2000896,0
2000897,0
2000898,0
2000899,0
2000900,0
2000901,0
2000902,0
2000903,1
2000904,0
2000905,0
2000906,0
2000907,0
2000908,0
2000909,0
2000910,0
2000911,0
2000912,0
2000913,0
2000914,0
2000915,0
2000916,0
2000917,0
2000918,0
2000919,0
2000920,0
2000921,0
2000922,0
2000923,0
2000924,0
2000925,0
2000926,0
2000927,0
2000928,0
2000929,0
2000930,0
2000931,0
2000932,0
2000933,0
2000934,0
2000935,0
2000936,0
2000937,0
2000938,0
2000939,0
2000940,0
2000941,0
2000942,0
2000943,0
2000944,0
2000945,0
2000946,0
2000947,0
2000948,0
2000949,0
2000950,0
2000951,0
2000952,0
2000953,0
2000954,0
2000955,0
2000956,0
2000957,0
2000958,0
2000959,0
2000960,0
2000961,0
2000962,0
2000963,0
2000964,0
2000965,0
2000966,0
2000967,1
2000968,0
2000969,0
2000970,0
2000971,0
2000972,0
2000973,0
2000974,0
2000975,0
2000976,0
2000977,0
2000978,0
2000979,0
2000980,0
2000981,0
2000982,0
2000983,0
2000984,0
2000985,0
2000986,0
2000987,0
2000988,0
2000989,0
2000990,0
2000991,0
2000992,0
2000993,0
2000994,0
2000995,0
2000996,0
2000997,0
2000998,0
2000999,0
2001000,0
2001001,0
2001002,0
2001003,0
2001004,0
2001005,0
2001006,0
2001007,0
2001008,0
2001009,0
2001010,0
2001011,0
2001012,0
2001013,0
2001014,0
2001015,0
2001016,0
2001017,0
2001018,0
2001019,0
2001020,0
2001021,0
2001022,0
2001023,0
2001024,0
2001025,0
2001026,0
2001027,0
2001028,0
2001029,0
2001030,0
2001031,0
2001032,0
2001033,0
2001034,0
2001035,0
2001036,0
2001037,0
2001038,0
2001039,0
2001040,0
2001041,0
2001042,0
2001043,0
2001044,0
2001045,0
2001046,0
2001047,0
2001048,0
2001049,0
2001050,0
2001051,0
2001052,0
2001053,0
2001054,0
2001055,0
2001056,0
2001057,0
2001058,0
2001059,0
2001060,0
2001061,0
2001062,0
2001063,0
2001064,0
2001065,0
2001066,0
2001067,0
2001068,0
2001069,0
2001070,0
2001071,0
2001072,0
2001073,0
2001074,0
2001075,0
2001076,0
2001077,0
2001078,0
2001079,0
2001080,0
2001081,0
2001082,0
2001083,0
2001084,0
2001085,0
2001086,0
2001087,0
2001088,0
2001089,0
2001090,0
2001091,0
2001092,0
2001093,0
2001094,0
2001095,0
2001096,0
2001097,0
2001098,0
2001099,0
2001100,0
2001101,0
2001102,0
2001103,0
2001104,0
2001105,0
2001106,0
2001107,0
2001108,0
2001109,0
2001110,0
2001111,0
2001112,0
2001113,0
2001114,0
2001115,0
2001116,0
2001117,0
2001118,0
2001119,0
2001120,0
2001121,0
2001122,0
2001123,0
2001124,0
2001125,0
2001126,0
2001127,0
2001128,0
2001129,0
2001130,0
2001131,0
2001132,0
2001133,0
2001134,0
2001135,0
2001136,0
2001137,0
2001138,0
2001139,0
2001140,0
2001141,0
2001142,0
2001143,0
2001144,0
2001145,0
2001146,0
2001147,0
2001148,0
2001149,0
2001150,0
2001151,0
2001152,0
2001153,0
2001154,0
2001155,0
2001156,0
2001157,0
2001158,0
2001159,0
2001160,0
2001161,0
2001162,0
2001163,0
2001164,0
2001165,0
2001166,0
2001167,0
2001168,0
2001169,0
2001170,0
2001171,0
2001172,0
2001173,0
2001174,0
2001175,0
2001176,0
2001177,0
2001178,0
2001179,0
2001180,0
2001181,0
2001182,0
2001183,0
2001184,0
2001185,0
2001186,0
2001187,0
2001188,0
2001189,0
2001190,0
2001191,0
2001192,0
2001193,0
2001194,0
2001195,0
2001196,0
2001197,0
2001198,0
2001199,0
2001200,0
2001201,0
2001202,0
2001203,0
2001204,0
2001205,0
2001206,0
2001207,0
2001208,0
2001209,0
2001210,0
2001211,0
2001212,0
2001213,0
2001214,0
2001215,0
2001216,0
2001217,0
2001218,0
2001219,0
2001220,0
2001221,0
2001222,0
2001223,0
2001224,0
2001225,0
2001226,0
2001227,0
2001228,0
2001229,0
2001230,0
2001231,0
2001232,0
2001233,0
2001234,0
2001235,0
2001236,0
2001237,0
2001238,0
2001239,0
2001240,0
2001241,0
2001242,0
2001243,0
2001244,0
2001245,0
2001246,0
2001247,0
2001248,0
2001249,0
2001250,0
2001251,0
2001252,0
2001253,0
2001254,0
2001255,0
2001256,0
2001257,0
2001258,0
2001259,0
2001260,0
2001261,0
2001262,0
2001263,0
2001264,0
2001265,0
2001266,0
2001267,0
2001268,0
2001269,0
2001270,0
2001271,0
2001272,0
2001273,0
2001274,0
2001275,0
2001276,0
2001277,0
2001278,0
2001279,0
2001280,0
2001281,0
2001282,0
2001283,0
2001284,0
2001285,0
2001286,0
2001287,0
2001288,0
2001289,0
2001290,0
2001291,0
2001292,0
2001293,0
2001294,0
2001295,0
2001296,0
2001297,0
2001298,0
2001299,0
2001300,0
2001301,0
2001302,0
2001303,0
2001304,0
2001305,0
2001306,0
2001307,0
2001308,0
2001309,0
2001310,0
2001311,0
2001312,0
2001313,0
2001314,0
2001315,0
2001316,0
2001317,0
2001318,0
2001319,0
2001320,0
2001321,0
2001322,0
2001323,0
2001324,0
2001325,0
2001326,0
2001327,0
2001328,0
2001329,0
2001330,0
2001331,0
2001332,0
2001333,0
2001334,0
2001335,0
2001336,0
2001337,0
2001338,0
2001339,0
2001340,0
2001341,0
2001342,0
2001343,0
2001344,0
2001345,0
2001346,0
2001347,0
2001348,0
2001349,0
2001350,0
2001351,0
2001352,0
2001353,0
2001354,0
2001355,0
2001356,0
2001357,0
2001358,0
2001359,0
2001360,0
2001361,0
2001362,0
2001363,0
2001364,0
2001365,0
2001366,0
2001367,0
2001368,0
2001369,0
2001370,0
2001371,0
2001372,0
2001373,0
2001374,0
2001375,0
2001376,0
2001377,0
2001378,0
2001379,0
2001380,0
2001381,0
2001382,0
2001383,0
2001384,0
2001385,0
2001386,0
2001387,0
2001388,0
2001389,0
2001390,0
2001391,0
2001392,0
2001393,0
2001394,0
2001395,0
2001396,0
2001397,0
2001398,0
2001399,0
2001400,0
2001401,0
2001402,0
2001403,0
2001404,0
2001405,0
2001406,0
2001407,0
2001408,0
2001409,0
2001410,0
2001411,0
2001412,0
2001413,0
2001414,0
2001415,0
2001416,0
2001417,0
2001418,0
2001419,0
2001420,0
2001421,0
2001422,0
2001423,0
2001424,0
2001425,0
2001426,0
2001427,0
2001428,0
2001429,0
2001430,0
2001431,0
2001432,0
2001433,0
2001434,0
2001435,0
2001436,0
2001437,0
2001438,0
2001439,0
2001440,0
2001441,0
2001442,0
2001443,0
2001444,0
2001445,0
2001446,0
2001447,0
2001448,0
2001449,0
2001450,0
2001451,0
2001452,0
2001453,0
2001454,0
2001455,0
2001456,0
2001457,0
2001458,0
2001459,0
2001460,0
2001461,0
2001462,0
2001463,0
2001464,0
2001465,0
2001466,0
2001467,0
2001468,0
2001469,0
2001470,0
2001471,0
2001472,0
2001473,0
2001474,0
2001475,0
2001476,0
2001477,0
2001478,0
2001479,0
2001480,0
2001481,0
2001482,0
2001483,0
2001484,0
2001485,0
2001486,0
2001487,0
2001488,0
2001489,0
2001490,0
2001491,0
2001492,0
2001493,0
2001494,0
2001495,0
2001496,0
2001497,0
2001498,0
2001499,0
2001500,0
2001501,0
2001502,0
2001503,0
2001504,0
2001505,0
2001506,0
2001507,0
2001508,0
2001509,0
2001510,0
2001511,0
2001512,0
2001513,0
2001514,0
2001515,0
2001516,0
2001517,0
2001518,0
2001519,0
2001520,0
2001521,0
2001522,0
2001523,0
2001524,0
2001525,0
2001526,0
2001527,0
2001528,0
2001529,0
2001530,0
2001531,0
2001532,0
2001533,0
2001534,0
2001535,0
2001536,0
2001537,0
2001538,0
2001539,0
2001540,0
2001541,0
2001542,0
2001543,0
2001544,0
2001545,0
2001546,0
2001547,0
2001548,0
2001549,0
2001550,0
2001551,0
2001552,0
2001553,0
2001554,0
2001555,0
2001556,0
2001557,0
2001558,0
2001559,0
2001560,0
2001561,0
2001562,0
2001563,0
2001564,0
2001565,0
2001566,0
2001567,0
2001568,0
2001569,0
2001570,0
2001571,0
2001572,0
2001573,0
2001574,0
2001575,0
2001576,0
2001577,0
2001578,0
2001579,0
2001580,0
2001581,0
2001582,0
2001583,0
2001584,0
2001585,0
2001586,0
2001587,0
2001588,0
2001589,0
2001590,0
2001591,0
2001592,0
2001593,0
2001594,0
2001595,0
2001596,0
2001597,0
2001598,0
2001599,0
2001600,0
2001601,0
2001602,0
2001603,0
2001604,0
2001605,0
2001606,0
2001607,0
2001608,0
2001609,0
2001610,0
2001611,0
2001612,0
2001613,0
2001614,0
2001615,0
2001616,0
2001617,0
2001618,0
2001619,0
2001620,0
2001621,0
2001622,0
2001623,0
2001624,0
2001625,0
2001626,0
2001627,0
2001628,0
2001629,0
2001630,0
2001631,0
2001632,0
2001633,0
2001634,0
2001635,0
2001636,0
2001637,0
2001638,0
2001639,0
2001640,0
2001641,0
2001642,0
2001643,0
2001644,0
2001645,0
2001646,0
2001647,0
2001648,0
2001649,0
2001650,0
2001651,0
2001652,0
2001653,0
2001654,0
2001655,0
2001656,0
2001657,0
2001658,0
2001659,0
2001660,0
2001661,0
2001662,0
2001663,0
2001664,0
2001665,0
2001666,0
2001667,0
2001668,0
2001669,0
2001670,0
2001671,0
2001672,0
2001673,0
2001674,0
2001675,0
2001676,0
2001677,0
2001678,0
2001679,0
2001680,0
2001681,0
2001682,0
2001683,0
2001684,0
2001685,0
2001686,0
2001687,0
2001688,0
2001689,0
2001690,0
2001691,0
2001692,0
2001693,0
2001694,0
2001695,0
2001696,0
2001697,0
2001698,0
2001699,0
2001700,0
2001701,0
2001702,0
2001703,0
2001704,0
2001705,0
2001706,0
2001707,0
2001708,0
2001709,0
2001710,0
2001711,0
2001712,0
2001713,0
2001714,0
2001715,0
2001716,0
2001717,0
2001718,0
2001719,0
2001720,0
2001721,0
2001722,0
2001723,0
2001724,0
2001725,0
2001726,0
2001727,0
2001728,0
2001729,0
2001730,0
2001731,0
2001732,0
2001733,0
2001734,0
2001735,0
2001736,0
2001737,0
2001738,0
2001739,0
2001740,0
2001741,0
2001742,0
2001743,0
2001744,0
2001745,0
2001746,0
2001747,0
2001748,0
2001749,0
2001750,0
2001751,0
2001752,0
2001753,0
2001754,0
2001755,0
2001756,0
2001757,0
2001758,0
2001759,0
2001760,0
2001761,0
2001762,0
2001763,0
2001764,0
2001765,0
2001766,0
2001767,0
2001768,0
2001769,0
2001770,0
2001771,0
2001772,0
2001773,0
2001774,0
2001775,0
2001776,0
2001777,0
2001778,0
2001779,0
2001780,0
2001781,0
2001782,0
2001783,0
2001784,0
2001785,0
2001786,0
2001787,0
2001788,0
2001789,0
2001790,0
2001791,0
2001792,0
2001793,0
2001794,0
2001795,0
2001796,0
2001797,0
2001798,0
2001799,0
2001800,0
2001801,0
2001802,0
2001803,0
2001804,0
2001805,0
2001806,0
2001807,0
2001808,0
2001809,0
2001810,0
2001811,0
2001812,0
2001813,0
2001814,0
2001815,0
2001816,0
2001817,0
2001818,0
2001819,0
2001820,0
2001821,0
2001822,0
2001823,0
2001824,0
2001825,0
2001826,0
2001827,0
2001828,0
2001829,0
2001830,0
2001831,0
2001832,0
2001833,0
2001834,0
2001835,0
2001836,0
2001837,0
2001838,0
2001839,0
2001840,0
2001841,0
2001842,0
2001843,0
2001844,0
2001845,0
2001846,0
2001847,0
2001848,0
2001849,0
2001850,0
2001851,0
2001852,0
2001853,0
2001854,0
2001855,0
2001856,0
2001857,0
2001858,0
2001859,0
2001860,0
2001861,0
2001862,0
2001863,0
2001864,0
2001865,0
2001866,0
2001867,0
2001868,0
2001869,0
2001870,0
2001871,0
2001872,0
2001873,0
2001874,0
2001875,0
2001876,0
2001877,0
2001878,0
2001879,0
2001880,0
2001881,0
2001882,0
2001883,0
2001884,0
2001885,0
2001886,0
2001887,0
2001888,0
2001889,0
2001890,0
2001891,0
2001892,0
2001893,0
2001894,0
2001895,0
2001896,0
2001897,0
2001898,0
2001899,0
2001900,0
2001901,0
2001902,0
2001903,0
2001904,0
2001905,0
2001906,0
2001907,0
2001908,0
2001909,0
2001910,0
2001911,0
2001912,0
2001913,0
2001914,0
2001915,0
2001916,0
2001917,0
2001918,0
2001919,0
2001920,0
2001921,0
2001922,0
2001923,0
2001924,0
2001925,0
2001926,0
2001927,0
2001928,0
2001929,0
2001930,0
2001931,0
2001932,0
2001933,0
2001934,0
2001935,0
2001936,0
2001937,0
2001938,0
2001939,0
2001940,0
2001941,0
2001942,0
2001943,0
2001944,0
2001945,0
2001946,0
2001947,0
2001948,0
2001949,0
2001950,0
2001951,0
2001952,0
2001953,0
2001954,0
2001955,0
2001956,0
2001957,0
2001958,0
2001959,0
2001960,0
2001961,0
2001962,0
2001963,0
2001964,0
2001965,0
2001966,0
2001967,0
2001968,0
2001969,0
2001970,0
2001971,0
2001972,0
2001973,0
2001974,0
2001975,0
2001976,0
2001977,0
2001978,0
2001979,0
2001980,0
2001981,0
2001982,0
2001983,0
2001984,0
2001985,0
2001986,0
2001987,0
2001988,0
2001989,0
2001990,0
2001991,0
2001992,0
2001993,0
2001994,0
2001995,0
2001996,0
2001997,0
2001998,0
2001999,0
2002000,0
2002001,0
2002002,0
2002003,0
2002004,0
2002005,0
2002006,0
2002007,0
2002008,0
2002009,0
2002010,0
2002011,0
2002012,0
2002013,0
2002014,0
2002015,0
2002016,0
2002017,0
2002018,0
2002019,0
2002020,0
2002021,0
2002022,0
2002023,0
2002024,0
2002025,0
2002026,0
2002027,0
2002028,0
2002029,0
2002030,0
2002031,0
2002032,0
2002033,0
2002034,0
2002035,0
2002036,0
2002037,0
2002038,0
2002039,0
2002040,0
2002041,0
2002042,0
2002043,0
2002044,0
2002045,0
2002046,0
2002047,0
2002048,0
2002049,0
2002050,0
2002051,0
2002052,0
2002053,0
2002054,0
2002055,0
2002056,0
2002057,0
2002058,0
2002059,0
2002060,0
2002061,0
2002062,0
2002063,0
2002064,0
2002065,0
2002066,0
2002067,0
2002068,0
2002069,0
2002070,0
2002071,0
2002072,0
2002073,0
2002074,0
2002075,0
2002076,0
2002077,0
2002078,0
2002079,0
2002080,0
2002081,0
2002082,0
2002083,0
2002084,0
2002085,0
2002086,0
2002087,0
2002088,0
2002089,0
2002090,0
2002091,0
2002092,0
2002093,0
2002094,0
2002095,0
2002096,0
2002097,0
2002098,0
2002099,0
2002100,0
2002101,0
2002102,0
2002103,0
2002104,0
2002105,0
2002106,0
2002107,0
2002108,0
2002109,0
2002110,0
2002111,0
2002112,0
2002113,0
2002114,0
2002115,0
2002116,0
2002117,0
2002118,0
2002119,0
2002120,0
2002121,0
2002122,0
2002123,0
2002124,0
2002125,0
2002126,0
2002127,0
2002128,0
2002129,0
2002130,0
2002131,0
2002132,0
2002133,0
2002134,0
2002135,0
2002136,0
2002137,0
2002138,0
2002139,0
2002140,0
2002141,0
2002142,0
2002143,0
2002144,0
2002145,0
2002146,0
2002147,0
2002148,0
2002149,0
2002150,0
2002151,0
2002152,0
2002153,0
2002154,0
2002155,0
2002156,0
2002157,0
2002158,0
2002159,0
2002160,0
2002161,0
2002162,0
2002163,0
2002164,0
2002165,0
2002166,0
2002167,0
2002168,0
2002169,0
2002170,0
2002171,0
2002172,0
2002173,0
2002174,0
2002175,0
2002176,0
2002177,0
2002178,0
2002179,0
2002180,0
2002181,0
2002182,0
2002183,0
2002184,0
2002185,0
2002186,0
2002187,0
2002188,0
2002189,0
2002190,0
2002191,0
2002192,0
2002193,0
2002194,0
2002195,0
2002196,0
2002197,0
2002198,0
2002199,0
2002200,0
2002201,0
2002202,0
2002203,0
2002204,0
2002205,0
2002206,0
2002207,0
2002208,0
2002209,0
2002210,0
2002211,0
2002212,0
2002213,0
2002214,0
2002215,0
2002216,0
2002217,0
2002218,0
2002219,0
2002220,0
2002221,0
2002222,0
2002223,0
2002224,0
2002225,0
2002226,0
2002227,0
2002228,0
2002229,0
2002230,0
2002231,0
2002232,0
2002233,0
2002234,0
2002235,0
2002236,0
2002237,0
2002238,0
2002239,0
2002240,0
2002241,0
2002242,0
2002243,0
2002244,0
2002245,0
2002246,0
2002247,0
2002248,0
2002249,0
2002250,0
2002251,0
2002252,0
2002253,0
2002254,0
2002255,0
2002256,0
2002257,0
2002258,0
2002259,0
2002260,0
2002261,0
2002262,0
2002263,0
2002264,0
2002265,0
2002266,0
2002267,0
2002268,0
2002269,0
2002270,0
2002271,0
2002272,0
2002273,0
2002274,0
2002275,0
2002276,0
2002277,0
2002278,0
2002279,0
2002280,0
2002281,0
2002282,0
2002283,0
2002284,0
2002285,0
2002286,0
2002287,0
2002288,0
2002289,0
2002290,0
2002291,0
2002292,0
2002293,0
2002294,0
2002295,0
2002296,0
2002297,0
2002298,0
2002299,0
2002300,0
2002301,0
2002302,0
2002303,0
2002304,0
2002305,0
2002306,0
2002307,0
2002308,0
2002309,0
2002310,0
2002311,0
2002312,0
2002313,0
2002314,0
2002315,0
2002316,0
2002317,0
2002318,0
2002319,0
2002320,0
2002321,0
2002322,0
2002323,0
2002324,0
2002325,0
2002326,0
2002327,0
2002328,0
2002329,0
2002330,0
2002331,0
2002332,0
